GEO_ID,Geographic Area Name, !!Total:,Block
1000000US360570706002002,"Block 2002, Block Group 2, Census Tract 706, Montgomery County, New York",27,2002
1000000US360570706002003,"Block 2003, Block Group 2, Census Tract 706, Montgomery County, New York",0,2003
1000000US360570706002004,"Block 2004, Block Group 2, Census Tract 706, Montgomery County, New York",0,2004
1000000US360570706002005,"Block 2005, Block Group 2, Census Tract 706, Montgomery County, New York",40,2005
1000000US360570706002006,"Block 2006, Block Group 2, Census Tract 706, Montgomery County, New York",74,2006
1000000US360570706002007,"Block 2007, Block Group 2, Census Tract 706, Montgomery County, New York",31,2007
1000000US360570706002008,"Block 2008, Block Group 2, Census Tract 706, Montgomery County, New York",6,2008
1000000US360570706002009,"Block 2009, Block Group 2, Census Tract 706, Montgomery County, New York",57,2009
1000000US360570706002010,"Block 2010, Block Group 2, Census Tract 706, Montgomery County, New York",26,2010
1000000US360570706002011,"Block 2011, Block Group 2, Census Tract 706, Montgomery County, New York",26,2011
1000000US360570706002012,"Block 2012, Block Group 2, Census Tract 706, Montgomery County, New York",19,2012
1000000US360570706002013,"Block 2013, Block Group 2, Census Tract 706, Montgomery County, New York",62,2013
1000000US360570706002014,"Block 2014, Block Group 2, Census Tract 706, Montgomery County, New York",64,2014
1000000US360570706002015,"Block 2015, Block Group 2, Census Tract 706, Montgomery County, New York",67,2015
1000000US360570706002016,"Block 2016, Block Group 2, Census Tract 706, Montgomery County, New York",45,2016
1000000US360570706002017,"Block 2017, Block Group 2, Census Tract 706, Montgomery County, New York",48,2017
1000000US360570706002018,"Block 2018, Block Group 2, Census Tract 706, Montgomery County, New York",67,2018
1000000US360570706002019,"Block 2019, Block Group 2, Census Tract 706, Montgomery County, New York",39,2019
1000000US360570706002020,"Block 2020, Block Group 2, Census Tract 706, Montgomery County, New York",24,2020
1000000US360570706002021,"Block 2021, Block Group 2, Census Tract 706, Montgomery County, New York",0,2021
1000000US360570706002022,"Block 2022, Block Group 2, Census Tract 706, Montgomery County, New York",0,2022
1000000US360570706002023,"Block 2023, Block Group 2, Census Tract 706, Montgomery County, New York",0,2023
1000000US360570706002024,"Block 2024, Block Group 2, Census Tract 706, Montgomery County, New York",0,2024
1000000US360570706002025,"Block 2025, Block Group 2, Census Tract 706, Montgomery County, New York",0,2025
1000000US360570706002026,"Block 2026, Block Group 2, Census Tract 706, Montgomery County, New York",0,2026
1000000US360570706002027,"Block 2027, Block Group 2, Census Tract 706, Montgomery County, New York",0,2027
1000000US360570706002028,"Block 2028, Block Group 2, Census Tract 706, Montgomery County, New York",0,2028
1000000US360570706002029,"Block 2029, Block Group 2, Census Tract 706, Montgomery County, New York",0,2029
1000000US360570706002030,"Block 2030, Block Group 2, Census Tract 706, Montgomery County, New York",44,2030
